Date,Open,High,Low,Close,Adj Close,Volume
2013-08-22,115.93,116.61,114.66,115.8,115.8,2461950
2013-08-23,116.0,116.3,114.12,114.77,114.77,1579090
2013-08-26,114.35,115.88,112.8,112.9,112.9,1692800
2013-08-27,112.98,112.98,109.56,111.81,111.81,3784990
2013-08-28,110.3,111.48,107.63,108.65,108.65,3763980
2013-08-29,108.12,110.1,107.59,107.83,107.83,2400380
2013-08-30,105.26,108.04,100.51,100.51,100.51,5829580
2013-09-02,101.98,103.28,97.5,99.02,99.02,4954080
2013-09-03,99.49,102.86,99.07,102.09,102.09,5477600
2013-09-04,102.3,103.9,99.15,101.2,101.2,4313800
2013-09-05,101.55,103.3,100.05,103.0,103.0,5078780
2013-09-06,103.05,104.9,100.31,100.79,100.79,5505020
2013-09-09,101.0,104.9,100.78,104.44,104.44,7365430
2013-09-10,105.0,109.6,104.92,107.22,107.22,7569540
2013-09-11,107.5,109.25,106.8,108.08,108.08,4826890
2013-09-12,108.61,110.9,104.49,105.0,105.0,9494810
2013-09-13,104.52,106.9,104.03,104.84,104.84,4912740
2013-09-16,105.5,107.43,105.41,107.26,107.26,4508500
2013-09-17,106.77,107.89,106.21,107.47,107.47,2164600
2013-09-18,107.28,107.6,105.59,106.5,106.5,2607580
2013-09-19,108.0,108.9,103.31,105.0,105.0,7021790
2013-09-20,104.45,105.83,101.4,101.6,101.6,7413720
2013-09-23,101.63,102.95,101.01,101.6,101.6,3998340
