Date,Open,High,Low,Close,Adj Close,Volume
2012-11-20,87.4,87.75,86.68,87.0,87.0,51272950
2012-11-21,86.5,88.07,86.1,87.88,87.88,59972480
2012-11-22,88.01,88.28,87.3,88.01,88.01,52442710
2012-11-23,88.28,89.41,88.17,89.31,89.31,74279650
2012-11-26,89.44,90.13,89.02,89.2,89.2,67160860
2012-11-27,89.62,89.84,88.9,89.2,89.2,51715520
2012-11-28,88.77,88.79,87.4,87.73,87.73,88213390
2012-11-29,88.9,88.9,87.73,87.91,87.91,64675400
2012-11-30,87.76,91.6,87.3,91.41,91.41,233229880
2012-12-03,91.41,92.8,90.84,92.8,92.8,96786480
2012-12-04,92.2,92.61,91.57,91.84,91.84,67729150
2012-12-05,92.3,93.95,92.17,93.83,93.83,99995520
2012-12-06,93.71,94.11,93.1,93.58,93.58,62369850
2012-12-07,93.75,93.85,92.02,93.2,93.2,90578870
2012-12-10,93.4,94.19,92.77,93.59,93.59,72022760
2012-12-11,93.59,93.87,93.11,93.52,93.52,53455990
2012-12-12,93.76,94.1,93.6,93.86,93.86,49309880
2012-12-13,93.63,93.84,92.68,93.39,93.39,68690570
2012-12-14,93.29,93.86,93.03,93.42,93.42,47556860
2012-12-17,93.53,93.6,93.01,93.54,93.54,44895400
2012-12-18,94.0,95.3,93.94,95.11,95.11,81438130
2012-12-19,95.38,96.03,94.45,94.53,94.53,76536940
2012-12-20,94.0,94.85,93.6,94.69,94.69,62420680
2012-12-21,93.52,93.99,93.17,93.5,93.5,51219970
2012-12-24,93.21,93.21,92.33,92.5,92.5,36121680
2012-12-25,92.76,93.11,92.38,92.38,92.38,19963590
2012-12-26,92.39,92.55,91.6,92.35,92.35,30263790
2012-12-27,92.48,93.51,92.22,92.82,92.82,40300900
2012-12-28,92.9,93.34,92.4,92.94,92.94,40330670
2013-01-08,96.5,98.5,96.12,98.37,98.37,93018220
2013-01-09,98.4,98.65,97.81,98.23,98.23,60381320
2013-01-10,98.3,98.55,97.96,98.41,98.41,48070490
2013-01-11,98.8,99.76,98.48,99.56,99.56,72444300
2013-01-14,99.72,101.27,99.57,100.99,100.99,83905910
2013-01-15,100.61,101.0,99.78,99.85,99.85,80028950
2013-01-16,99.85,100.13,99.19,99.97,99.97,67772490
2013-01-17,99.9,101.33,99.54,101.15,101.15,83900990
2013-01-18,101.5,103.55,101.5,103.48,103.48,110211790
2013-01-21,103.5,103.95,102.78,103.64,103.64,77699540
2013-01-22,103.7,103.85,102.07,102.35,102.35,85613360
2013-01-23,102.73,103.65,102.18,103.45,103.45,91850150
2013-01-24,103.07,103.07,101.92,102.48,102.48,81708620
2013-01-25,102.4,103.85,101.93,103.67,103.67,87251770
2013-01-28,103.96,107.12,103.93,106.9,106.9,141249630
2013-01-29,107.2,108.3,106.15,106.55,106.55,131445070
2013-01-30,107.2,108.47,106.95,107.8,107.8,121194220
2013-01-31,107.41,109.64,106.62,109.59,109.59,205604760
2013-02-01,109.54,110.47,107.77,108.36,108.36,114548780
2013-02-04,108.79,109.15,107.2,107.2,107.2,69878080
2013-02-05,106.8,108.15,106.67,107.75,107.75,55367010
2013-02-06,108.29,110.08,106.39,106.8,106.8,102458360
2013-02-07,106.72,107.29,105.23,105.65,105.65,90215330
2013-02-08,105.99,107.63,105.01,107.08,107.08,80301560
2013-02-11,107.01,108.45,107.0,107.04,107.04,58149330
2013-02-12,106.54,109.24,106.54,108.48,108.48,106179170
2013-02-13,109.16,109.34,107.8,108.8,108.8,73513340
2013-02-14,108.7,111.5,107.27,107.62,107.62,140876070
2013-02-15,107.89,107.98,105.05,105.08,105.08,98640570
2013-02-18,105.12,106.38,104.38,106.23,106.23,64926220
2013-02-19,106.06,108.77,105.94,108.73,108.73,83376300
2013-02-20,108.9,109.0,107.0,107.82,107.82,76411420
2013-02-21,106.31,106.89,105.49,106.74,106.74,79182010
2013-02-22,107.0,107.48,105.95,106.12,106.12,51473030
2013-02-25,106.3,107.0,105.61,106.61,106.61,43229580
2013-02-26,105.38,105.38,103.44,104.14,104.14,94812160
2013-02-27,104.4,104.76,102.85,103.45,103.45,59551830
2013-02-28,104.3,104.8,103.53,104.57,104.57,69121850
2013-03-01,104.0,104.29,102.6,103.09,103.09,60711070
2013-03-04,102.8,103.43,102.15,102.9,102.9,52460180
2013-03-05,103.66,104.44,103.29,103.91,103.91,83270600
2013-03-06,104.4,105.89,104.29,105.33,105.33,65084620
2013-03-07,105.35,105.96,104.91,105.31,105.31,46280380
2013-03-11,106.11,107.48,106.11,106.78,106.78,80720440
2013-03-12,106.88,107.08,105.61,106.07,106.07,58453010
